Timestamp,Is Buy,Account Trade Price,Market Trade Price,Market Bid Price [$],Initial Value [$],Position Net Value [$],Position Profit [%],Accrued Fees [$],Nr Buy+Sell Cycles
2021-03-08 20:39:26.623782,False,212.00955818461333,0.48,0.47928,100.0,101.34774999999999,1.347749999999981,0,0
2021-03-08 20:39:33.461033,False,212.00955818461333,0.48,0.47938,100.0,101.36889583333331,1.3688958333333057,0,0
