Timestamp,Is Buy,Account Trade Price,Market Trade Price,Market Bid Price [$],Initial Value [$],Position Net Value [$],Position Profit [%],Accrued Fees [$],Nr Buy+Sell Cycles
2021-03-14 20:15:47.076286,False,222.3811545940147,0.45414144999999995,0,100.0,0.0,-100.0,0.5,0
2021-03-14 20:15:53.327336,False,222.3811545940147,0.45414144999999995,0.44721,100.0,98.95382076525937,-1.0461792347406296,0.5,0
