Timestamp,exchange,Trade Number,Is Buy,Price [$],Quantity XRP,Gross Trade Value [$],Net Trade Value [$],Fee [$]
2021-03-14 13:45:03.517120,Kraken,1,True,0.44772,222.76818618363745,100.0,99.74,0.26
