Timestamp,Is Buy,Account Trade Price,Market Trade Price,Market Ask Price [$],Initial Value [$],Cash Value,Cash Profit [%],Accrued Fees [$],Nr Buy+Sell Cycles
2021-03-15 20:55:44.051650,True,331.6666666666667,0.3,0.4413,100,100.0,0.0,0,0
